row_index,id,school_name,telephone,address,city,state,zip,website,cc_score,avg_ACT,avg_math_SAT,avg_read_SAT,avg_write_SAT,avg_GPA,accept_rate,undergrad_population,graduate_population,region,usn_popular_majors,freshman_retention,student_faculty_ratio,school_type,school_setting,academic_calendar,campus_size,motto,affiliation,athletics,president,mascot,school_color,number_of_students,logo,qs_score,qs_rank,n_popular_majors,median_earn_6_years,graduation_rate,employment_rate,average_aid,application_fee,student_athletic_percentage,application_deadline,application_website,sat_min,sat_max,tuition_fees
818,730a49c7-e1d8-4b91-a189-a402f21ebaf4,Mississippi College,601-925-3000,200 South Capitol Street,Clinton,MS,39058,http://www.mc.edu/,1116.259,24,546,559,N/A,3.44,0.39,3242,1817,Southeast,N/A,0.79,N/A,private,campus,N/A,140 acres,Truth and Virtue:Veritas et Virtus,National Association of Independent Colleges and Universities:Mississippi Baptist Convention,National Collegiate Athletic Association,N/A,N/A,Blue and Gold,5152,N/A,N/A,N/A,Kinesiology and Exercise Science:Nursing:Business:Biomedical Sciences and Molecular Medicine:Accounting:Elementary Education:Psychology:Communications:Finance:Criminal Justice and Law Enforcement Administration,"38,300",0.59,0.92,"13,649",25,0.14,Rolling Admissions,mc.edu/apply,1070,1290,17098
819,98606fd0-8d56-4407-8d39-9ebd1e1c16bd,Mississippi State University,662-325-2323,Lee Boulevard,Mississippi State,MS,39762,http://www.msstate.edu/,1232.8058,26,600,600,N/A,3.53,0.66,18792,3434,Southeast,"Engineering:Business, Management, Marketing, and Related Support Services:Multi/Interdisciplinary Studies:Education:Parks, Recreation, Leisure, and Fitness Studies",0.8,17:1,public,campus,N/A,N/A,"Learning, Service, Research",Association of Public and Land-grant Universities,National Collegiate Athletic Association,Mark E. Keenum,Bully,Maroon and White,21622,https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg,N/A,201-250,Liberal Arts and Humanities:Kinesiology and Exercise Science:Business:Communications:Elementary Education:Accounting:Marketing:Mechanical Engineering:Biology:Psychology,"40,200",0.58,0.92,"10,003",40,0.02,Rolling Admissions,apply.msstate.edu,960,1260,16056
820,535446e1-f546-4a18-9cd1-feb7887d21a4,Mississippi University for Women,662-329-4750,1100 College Street,Columbus,MS,39701-9998,http://www.muw.edu/,883.1655,21,570,525,N/A,3.49,0.98,2505,168,Southeast,"Registered Nursing/Registered Nurse:Business Administration and Management, General:Public Health Education and Promotion:Health and Physical Education/Fitness, General:Speech-Language Pathology/Pathologist",0.64,14:1,public,campus,N/A,114 acres,A Tradition of Excellence for Women and Men,N/A,N/A,N/A,Ody the Owl,MUW (Dark) Blue & Welty (Light) Blue,N/A,N/A,N/A,N/A,Nursing:Business:Public Health Education:Liberal Arts and Humanities:Physical Education Teaching and Coaching:Culinary Arts and Food Service:Elementary Education:Speech Language Pathology:Biology:Communications,"34,100",0.44,0.9,"10,806",0,0.05,N/A,muw.edu/admissions/apply,1070,1200,10783
821,697f3fa0-42b8-4f86-8313-2298af8c8256,Mississippi Valley State University,662-254-9041,14000 Highway 82 West,Itta Bena,MS,38941-1400,http://www.mvsu.edu/,840.00006,18,N/A,N/A,N/A,2.86,0.84,1956,499,Southeast,"Public Administration and Social Service Professions:Business, Management, Marketing, and Related Support Services:Biological and Biomedical Sciences:Parks, Recreation, Leisure, and Fitness Studies:Homeland Security, Law Enforcement, Firefighting and Related Protective Services",0.61,15:1,public,campus,N/A,450 acres,N/A,Southwestern Athletic Conference,National Collegiate Athletic Association,N/A,Devil,Forest green and White,2502,N/A,N/A,N/A,Social Work and Youth Services:Kindergarten and Preschool Education:Sport and Fitness Management:Business:Biology:Criminal Justice and Safety Studies:Liberal Arts and Humanities:Manufacturing Engineering Technician:Public Relations:Mathematics,"23,200",0.3,0.91,"6,728",0,0.16,N/A,bannerssb.mvsu.edu:8020/prod/twbkwbis.p_genmenu?name=homepage,0,0,13419
822,2f2e8976-8b09-4b69-9819-1766fb081023,Montclair State University,973-655-4000,1 Normal Avenue,Montclair,NJ,07043-1624,http://www.montclair.edu/,1198.2734,N/A,536,546,N/A,3.26,0.07,16988,4127,Mid East,"Business, Management, Marketing, and Related Support Services:Psychology:Family and Consumer Sciences/Human Sciences:Visual and Performing Arts:Multi/Interdisciplinary Studies",0.81,17:1,public,campus,N/A,486 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Business:Psychology:Family Studies and Consumer Sciences:Liberal Arts and Humanities:Social Work and Youth Services:Biology:English:Foods, Nutrition, and Wellness Studies:Communications:Accounting","49,600",0.65,0.93,"9,983",65,0.03,March 1,montclair.edu/admissions/apply-and-check-status,990,1150,15224
823,a225e3d1-6daf-42fa-aa20-15a3a61b78cd,Missouri Baptist University,314-434-1115,One College Park Dr,St. Louis,MO,63141-8660,http://www.mobap.edu/,1042.8778,21,506,517,N/A,3.24,0.52,4413,900,Plains,N/A,0.62,N/A,private,campus,N/A,65 acres,N/A,N/A,N/A,N/A,N/A,Navy blue and White,4836,N/A,N/A,N/A,Business:Elementary Education:Psychology:Criminal Justice and Safety Studies:Accounting:Education:Behavioral Sciences:Kinesiology and Exercise Science:Sport and Fitness Management:Human Services,"35,600",0.38,0.92,"16,594",35,0.42,N/A,apply.mobap.edu/#/register?app=graduate-admissions,900,1100,19583
824,2c08277d-219f-4f95-a66b-b471d325c95b,Missouri Southern State University,417-625-9300,3950 E. Newman Road,Joplin,MO,64801-1595,http://www.mssu.edu/,978.1295,21,495,495,N/A,3.37,1.34,5475,129,Plains,"Business, Management, Marketing, and Related Support Services:Health Professions and Related Programs:Education:Homeland Security, Law Enforcement, Firefighting and Related Protective Services:Liberal Arts and Sciences, General Studies and Humanities",0.63,17:1,public,campus,N/A,365 acres,N/A,N/A,N/A,N/A,Roary the Lion,Green & Gold,5613,N/A,N/A,N/A,Business:Police and Criminal Science:Health Professions:Criminal Justice and Law Enforcement Administration:Liberal Arts and Humanities:Elementary Education:Biology:Nursing:Dental Hygiene:Communications,"33,300",0.33,0.89,"5,368",25,0.1,N/A,mssu.edu/advancement/admissions/admissions-application.php,0,0,9018
825,2a4cc728-e90a-44be-bbe3-a129a84953b2,Missouri State University,417-836-5000,901 S National,Springfield,MO,65897,http://www.missouristate.edu/,1319.1367,24,570,570,N/A,3.69,0.88,19801,3652,Plains,N/A,0.78,N/A,public,campus,N/A,225 acres,N/A,Missouri State University System,Football Championship Subdivision,N/A,Boomer the Bear,Maroon and White,26000,N/A,N/A,N/A,Business:Psychology:Elementary Education:Accounting:Marketing:Finance:Biology:Communications:High School Education:Criminology,"39,300",0.55,0.93,"5,480",35,0.03,N/A,missouristate.edu/futurestudents/applynow.aspx,1020,1240,15173
826,60c4c0fe-da92-401c-9429-b2ef540dfbfa,Mount Mary University,414-930-3000,2900 N. Menomonee River Pky,Milwaukee,WI,53222-4597,http://www.mtmary.edu/,913.3813,19,N/A,N/A,N/A,3.13,0.58,692,666,Great Lakes,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Visual and Performing Arts:Psychology:Public Administration and Social Service Professions",0.73,11:1,private,campus,N/A,80 acres,N/A,N/A,N/A,N/A,N/A,Blue and white,N/A,N/A,N/A,N/A,Fashion and Apparel Design:Fashion and Apparel Merchandising:Rehabilitation and Therapy:Social Work and Youth Services:Criminal Justice and Law Enforcement Administration:Occupational Therapy:Communications:Interior Design:Liberal Arts and Humanities:Dietetics and Clinical Nutrition,"40,000",0.39,0.92,"22,640",0,0.08,Rolling Admissions,mtmary.edu/admissions/apply/index.html,663,878,18793
827,5cb75449-847a-4d00-b33b-f708722217d8,Mount Mercy University,319-363-8213,1330 Elmhurst Dr NE,Cedar Rapids,IA,52402-4797,http://www.mtmercy.edu/,1029.9281,22,548,N/A,N/A,3.4,0.66,1442,366,Plains,"Registered Nursing/Registered Nurse:Business/Commerce, General:Business Administration and Management, General:Elementary Education and Teaching:Human Resources Management/Personnel Administration, General",0.72,14:1,private,campus,N/A,45 acres,N/A,Roman Catholic:Association of Catholic Colleges and Universities:Sisters of Mercy:National Association of Independent Colleges and Universities:Council of Independent Colleges,National Association of Intercollegiate Athletics,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nursing:Business:Human Resources:Marketing:Finance:Criminal Justice and Law Enforcement Administration:Psychology:Elementary Education:Social Work and Youth Services:Accounting,"45,300",0.58,0.96,"20,783",0,0.45,N/A,mtmercy.edu/apply-freshman,0,0,22429
828,0b555968-8d19-47e2-86f7-cb721122e7db,Mount Saint Mary's University,310-954-4000,12001 Chalon Rd,Los Angeles,CA,90049,http://www.msmu.edu/,1025.6116,19,500,520,N/A,3.41,0.81,2601,679,Far West,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Psychology:Social Sciences:Liberal Arts and Sciences, General Studies and Humanities",0.76,10:1,private,campus,N/A,72 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nursing:Sociology:Business:Liberal Arts and Humanities:Clinical Psychology:Health Service Preparatory Studies:Psychology:Social Work and Youth Services:Marketing:Accounting,"53,200",0.66,0.92,"23,270",50,N/A,N/A,msmu.edu/admission/undergraduate-admission/application-instructions.aspx,920,1120,28910
829,10c763b3-f86e-472c-a153-a41cfe4535cd,Mount St. Joseph University,513-244-4200,5701 Delhi Rd,Cincinnati,OH,45233-1670,http://www.msj.edu/,986.76263,23,504,493,N/A,3.5,0.6,1448,720,Great Lakes,"Business, Management, Marketing, and Related Support Services:Education:Health Professions and Related Programs:Parks, Recreation, Leisure, and Fitness Studies:Social Sciences",0.73,10:1,private,N/A,N/A,92 acres,"Deo Duce:""With God for a leader""",Roman Catholic:Greater Cincinnati Consortium of Colleges and Universities:Association of Catholic Colleges and Universities:National Association of Independent Colleges and Universities:Council of Independent Colleges,National Collegiate Athletic Association:Midwest Collegiate Volleyball League,N/A,Lion,Blue and gold,N/A,N/A,N/A,N/A,Nursing:Business:Sport and Fitness Management:Biology:Liberal Arts and Humanities:Social Work and Youth Services:Criminology:Communications:Accounting:Education,"41,400",0.61,0.93,"17,305",25,0.37,N/A,msj.edu/admission/how-to-apply,980,1160,18625
830,0bc6ffea-3bc7-431f-94b4-a7d0264b568b,Mount Saint Mary College,845-561-0800,330 Powell Avenue,Newburgh,NY,12550-3494,http://www.msmc.edu/,883.1655,21,528,536,487,3.2,0.94,1881,355,Mid East,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Psychology:History:Social Sciences",0.8,13:1,private,campus,N/A,86 acres,Doce Me Veritatem:Teach Me the Truth,Middle States Association of Colleges and Schools:Roman Catholic:Association of Catholic Colleges and Universities:National Association of Independent Colleges and Universities:Council of Independent Colleges,National Collegiate Athletic Association,N/A,Knights,Blue,N/A,N/A,N/A,N/A,Nursing:Business:Psychology:Mathematics:Human Services:Accounting:Biology:History:English:Public Relations,"51,600",0.54,0.94,"18,421",45,0.2,Rolling Admissions,msmc.edu/admissions/apply_now,1000,1160,24315
831,fc0e46a2-ff5a-4b85-a233-d40a89f1e70b,Mount Vernon Nazarene University,740-392-6868,800 Martinsburg Rd,Mount Vernon,OH,43050-9500,http://www.mvnu.edu/,1038.5613,23,550,550,0,3.59,0.73,1816,389,Great Lakes,"Business Administration and Management, General:Social Work:Registered Nursing/Registered Nurse:Biology/Biological Sciences, General:Early Childhood Education and Teaching",0.79,16:1,private,campus,N/A,327 acres,"""To Seek to Learn is to Seek to Serve""",Church of the Nazarene:Council for Christian Colleges and Universities:North Central Association of Colleges and Schools,National Association of Intercollegiate Athletics:National Christian College Athletic Association,N/A,Casey theCougar,Greenandblue,2267,N/A,N/A,N/A,Business:Social Work and Youth Services:Nursing:Early Childhood Education:Biology:Psychology:Criminal Justice and Law Enforcement Administration:Missionary Studies:Religious Education:Religious Studies,"43,600",0.63,0.93,"17,541",25,0.2,Rolling Admissions,mvnu.edu/undergraduate/apply,960,1130,20880
832,95701c3c-e16a-4777-b520-b64605b88921,Mount St. Mary's University,301-447-6122,16300 Old Emmitsburg Road,Emmitsburg,MD,21727-7799,http://www.msmary.edu/,986.76263,22,530,550,503,3.47,0.75,1898,464,Mid East,"Business, Management, Marketing, and Related Support Services:Social Sciences:Education:Health Professions and Related Programs:Parks, Recreation, Leisure, and Fitness Studies",0.76,12:1,private,campus,N/A,N/A,Our Hope:Spes Nostra (Latin),Roman Catholic:Association of Catholic Colleges and Universities:National Association of Independent Colleges and Universities:Council of Independent Colleges,Eastern College Athletic Conference:NCAA Division I,N/A,Emmit S. Burg,N/A,2240,N/A,N/A,N/A,Business:Criminology:Accounting:Biology:Communications:Elementary Education:Sociology:English:Psychology:Sport and Fitness Management,"52,600",0.63,0.94,"24,954",45,0.23,Rolling Admissions,admissions.msmary.edu/apply,980,1190,28681
833,cc889579-9aa7-4d39-95a4-797565a4b290,Muhlenberg College,484-664-3100,2400 Chew Street,Allentown,PA,18104-5586,http://www.muhlenberg.edu/,991.07916,28,630,635,609,3.39,0.62,2251,0,Mid East,"Drama and Dramatics/Theatre Arts, General:Mass Communication/Media Studies:Business Administration and Management, General:Psychology, General:Finance, General",0.9,9:1,private,campus,N/A,75 acres,N/A,Consortium of Liberal Arts Colleges:Annapolis Group,Centennial Conference:Eastern College Athletic Conference:NCAA Division III,N/A,The Mule,Cardinal Red and Gray,2225,N/A,N/A,N/A,Business:Psychology:Drama and Theatre Production:Communications:Finance:Biology:English:Neuroscience and Neurobiology:Accounting:Dance,"59,400",0.86,0.96,"25,282",50,0.21,February 15,muhlenberg.edu/main/admissions/regulardecisionchecklist,1140,1340,37029
834,0bd4fcad-ee5e-43e7-8247-21bac573c20c,Multnomah University,503-255-0332,8435 NE Glisan St,Portland,OR,97220-5898,http://www.multnomah.edu/,848.6332,24,500,540,540,3.25,0.54,365,270,Far West,"Theology and Religious Vocations:Psychology:Biological and Biomedical Sciences:Business, Management, Marketing, and Related Support Services:English Language and Literature/Letters",N/A,10:1,private,campus,N/A,25 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Biblical Studies:Religious Vocations:Business:Divinity, Ministry, and Pre-Theology:Elementary Education:Psychology:English:History:International Studies:Teaching English as a Second Language","34,100",0.32,0.86,"12,930",40,0.32,N/A,multnomah.edu/apply,930,1210,23900
835,8c21c5d0-88fe-48ec-b37b-5704e5c91032,Murray State University,270-762-3011,218 Wells Hall,Murray,KY,42071,http://www.murraystate.edu/,1193.9569,24,514,525,N/A,2.98,0.83,8215,1354,Southeast,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Engineering Technologies and Engineering-Related Fields:Education:Agriculture, Agriculture Operations, and Related Sciences",0.77,15:1,public,campus,N/A,253 acres,N/A,N/A,N/A,N/A,Racer One (live mascot),Navy blue and Gold,11207,N/A,N/A,N/A,Liberal Arts and Humanities:Business:Nursing:Social Work and Youth Services:Agriculture:Occupational Safety and Health Technician:Veterinary Technician and Assistant:Elementary Education:Research and Experimental Psychology:Kinesiology and Exercise Science,"37,100",0.49,0.93,"8,426",40,0.04,Rolling Admissions,getstarted.murraystate.edu/ellucian.erecruiting.web.external/pages/welcome.aspx,980,1190,11562
836,1b97db4e-7ded-4e00-8f41-4aef72e23bcc,Muskingum University,740-826-8211,163 Stormont Street,New Concord,OH,43762,http://www.muskingum.edu/,1120.5756,21,499,509,459,3.38,0.81,1602,767,Great Lakes,"Health Professions and Related Programs:Business, Management, Marketing, and Related Support Services:Education:Psychology:Biological and Biomedical Sciences",0.72,13:1,private,campus,N/A,245 acres,Everything which comes in threes is perfect:Omne trium perfectum (Latin),Association of Presbyterian Colleges and Universities:Council of Independent Colleges,National Collegiate Athletic Association,N/A,N/A,Black and Magenta,N/A,N/A,N/A,N/A,Nursing:Business:Psychology:Accounting:Health Professions:Physical Education Teaching and Coaching:Biology:Criminal Justice and Corrections:Early Childhood Education:English,"39,600",0.48,0.95,"20,030",0,0.34,N/A,muskingum.edu/admission/apply,920,1100,19525
837,1cf3d8fd-9154-443e-bb18-309a225cce3b,Naropa University,303-444-0202,2130 Arapahoe Ave,Boulder,CO,80302-6697,http://www.naropa.edu/,745.03595,N/A,N/A,N/A,N/A,3.15,0.98,419,539,Rocky Mountains,Psychology:Multi/Interdisciplinary Studies:Health Professions and Related Programs:Visual and Performing Arts:English Language and Literature/Letters,0.61,8:1,private,city,N/A,12 acres,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Psychology:Environmental Science:Physical Education Teaching and Coaching:Liberal Arts and Humanities:English:Studio Arts:Peace Studies and Conflict Resolution:Religious Studies:Early Childhood Education:Music History and Literature,"20,700",0.31,0.76,"23,255",50,N/A,N/A,my.naropa.edu/ics/admissions/apply_online.jnz,0,0,24823
838,22d2a3c6-433f-4883-a780-53c249d7c5a1,National American University IN,317-810-8100,3600 Woodview Trace Suite 200,Indianapolis,IN,46268,http://www.national.edu/,455.82736,N/A,N/A,N/A,N/A,N/A,N/A,159,N/A,Great Lakes,N/A,N/A,N/A,institution,N/A,N/A,N/A,Quality higher education in a caring and supportive environment.,N/A,N/A,N/A,N/A,Royal Blue and White,N/A,N/A,N/A,N/A,Business:Criminal Justice and Safety Studies:Computer Systems Technician:Healthcare Management:Nursing:Medical Secretary:Medical Records Technician:Medical Assistant:Computer Systems Networking and Telecommunications:Medical Insurance Coding,"34,500",0.12,0.85,"3,733",0,N/A,N/A,N/A,0,0,15428
839,8f048b53-f4aa-4515-aa25-c152e661bd0a,National Louis University,312-621-9650,122 S Michigan Ave,Chicago,IL,60603,http://www.nl.edu/,883.1655,N/A,N/A,N/A,N/A,2.68,0.86,1885,3033,Great Lakes,"Multi-/Interdisciplinary Studies, Other:Early Childhood Education and Teaching:Management Science:Hospitality Administration/Management, General:Health and Medical Administrative Services, Other",0.62,15:1,private,quarter,N/A,N/A,Sapientia Dignitas Temperanta:Wisdom Dignity Judgement,N/A,N/A,N/A,N/A,Platinum and blue,4780,N/A,N/A,N/A,Liberal Arts and Humanities:Management Sciences and Information Systems:Healthcare Management:Public Administration:Psychology:Criminology:Child Care Provider:Elementary Education:Business:Communications,"44,600",0.5,0.91,"8,813",0,N/A,Rolling Admissions,nl.edu/applyonline,0,0,15319
840,71cfeeb7-2826-423b-b756-d437651a4d58,National University,619-563-7100,11255 North Torrey Pines Road,La Jolla,CA,92037-1011,http://www.nu.edu/,1297.554,N/A,N/A,N/A,N/A,N/A,N/A,7735,9195,Far West,"Registered Nursing/Registered Nurse:Business Administration and Management, General:Teacher Education and Professional Development, Specific Levels and Methods:Psychology, General:Criminal Justice/Law Enforcement Administration",0.58,16:1,private,calendar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Business:Nursing:Liberal Arts and Humanities:Psychology:Early Childhood Education:Criminal Justice and Law Enforcement Administration:Public Health:Accounting:Homeland Security and Disaster Management:Healthcare Management,"59,400",0.42,0.89,"3,797",60,N/A,N/A,nu.edu/admissions/applyonline.html,0,0,23232
